title,description,location,features,date,price
2bhk ready to move semifurnished flat dwarka mor,2bhk ready to move flat 2 washroom  lift with carparking  80% homeloan   2.67lac subcidy  Near by dwarka mor,"India, Delhi, Delhi, Dwarka Mor",3 Bds - 2 Ba - 890 ft2,2021-06-03T12:16:34+0000,"₹ 35,00,000"
3BHK Spacious Apartment at Matunga East,"3 bhk is for urgent sale In very prestigious and decent; locality at Matunga East, Near SNDT College on main road society. Almost 45% less than the actual market rate. All major Prestiuos institutes are closed by. A profit-making society with 0 maintenance. All Elit people stay6ing in the society.","India, Maharashtra, Mumbai, Matunga East",3 Bds - 2 Ba - 1250 ft2,2021-05-23T05:23:47+0000,"₹ 2,66,00,000"
Well constructed single story house for sale,A well constructed house in a posh locality and a very peacefull surrounding with a park located nearby,"India, Uttar Pradesh, Meerut, Ganga Nagar",3 Bds - 2 Ba - 150 ft2,2021-06-08T02:45:12+0000,"₹ 55,00,000"
Its First Floor Flat,It’s On Ambala  Highway,"India, Punjab, Zirakpur, Nagar Khera",2 Bds - 2 Ba - 1260 ft2,2021-06-08T02:44:36+0000,"₹ 34,00,000"
2bhk unfurnished in gated complex in nuvem,2bhk unfurnished gated complex in nuvem,"India, Goa, Nuvem, Gounlloy",2 Bds - 2 Ba - 99 ft2,2021-06-08T02:43:59+0000,"₹ 45,00,000"
One bhk 75 sq meter in navelim near Easybuy mall,One bhk 75 sq meter in nsvelim gsted complex with parkinh,"India, Goa, Margao, Malbhat",1 Bds - 2 Ba - 75 ft2,2021-06-08T02:43:30+0000,"₹ 38,00,000"
1 BHK FLAT FOR SALE AT PORWAL ROAD LOHEGAON NEAR DHANORI JAKAT NAKA,"This 1 bhk luxorious and spacious flat with area of 570 sqft built up, and carpet is 460 sqft, is available at lohegaon porwal road, near dhanori jakat naka, this is first floor flat , lift is available to this property, water conection is done , pmc water is available for drink and boring is done for daily uset,all types of market is available to this location at walking distance.                                                    new contruction,construction will complete within two months only,flat location is very hot, property is within PMC limit, all types of schools and colleges are avaialbe wihin 5 km from this location, price of property is nigotiable,and including with registration charges, distance of other lacations from this properety are as follows pune airport - 4 km pune station - 10 km lohegaon bus stop - 2 km pride world city - 3 km vishrantwadi - 6 km dhanori jakat naka - 0.6 km hinjewadi - 25 km d y patil college - 3 km mmit college - 4 km","India, Maharashtra, Pune, Lohegaon",1 Bds - 2 Ba - 570 ft2,2021-06-08T02:43:23+0000,"₹ 21,50,000"
Shantinagar balvikas,Near balvikas rajbaha road,"India, Haryana, Panipat, Model Town",3 Bds - 2 Ba - 648 ft2,2021-06-08T02:43:09+0000,"₹ 40,00,000"
1 BHK FLAT FOR SALE AT LOHEGAON NIMBALKAR NAGAR NEAR PORWAL ROAD,"This 1 bhk luxorious and spacious flat with area of 546 sqft built up, and carpet is 420 sqft, is available at nimbalkar nagar lohegaon, near porwal road Aeropolis society and swapna sankul society , this is third  floor flat , lift is available to this property, water conection is done , pmc water is to come it will done within a year, and boring is done for daily use,all types of market is available to this location at walking distance.                                                    new contruction,construction will complete within 6 months only,flat location is very hot, property is within PMC limit, all types of schools and colleges are avaialbe wihin 5 km from this location, price of property is nigotiable,and including with registration charges, distance of other lacations from this properety are as follows pune airport - 4 km pune station - 10 km lohegaon bus stop - 2 km pride world city - 3 km vishrantwadi - 6 km dhanori jakat naka - 0.6 km hinjewadi - 25 km d y patil college - 3 km mmit college - 4 km","India, Maharashtra, Pune, Lohegaon",1 Bds - 2 Ba - 520 ft2,2021-06-08T02:43:09+0000,"₹ 20,00,000"
1 BHK FLAT FOR SALE AT SATHE VASTI LOHEGAON LANE 10,"This 1 bhk luxorious and spacious flat with area of 470 sqft built up and carpet is 360 sqft is available at lohegaon sathe vasti lane no 10 opposite to SWAMI SAMARTH MANDIR, near dhanori jakat naka, this is fourth floor flat, lift is available to this property, water conection is done , pmc water is available for drink and boring is done for daily use,all types of market is available to this location at walking distance.                                                     new contruction,raedy possession, you will get possession withis 15 days only,flat location is very hot, property is within PMC limit, all types of schools and colleges are avaialbe wihin 5 km from this location, price of property is nigotiable,and including with registration charges.","India, Maharashtra, Pune, Lohegaon",1 Bds - 1 Ba - 460 ft2,2021-06-08T02:42:25+0000,"₹ 16,75,000"
Portion House for Sale,"It is Portion House located in Anuparpalayam, Tiruppur. There are total 6 independent House available. We are getting 16000 monthly rent from that house. It is very good property to buy.  For further information you can contact me","India, Tamil Nadu, Tiruppur, Anuparpalayam",,2021-06-08T02:42:12+0000,"₹ 40,00,000"
1 BHK FLAT FOR SALE AT NIMBALKAR NAGAR LOHEGAON,"This 1 bhk luxorious and spacious flat with area of 546 sqft built up, and carpet is 420 sqft, is available at nimbalkar nagar lohegaon, near porwal road Aeropolis society and swapna sankul society , this is third  floor flat , lift is available to this property, water conection is done , pmc water is to come it will done within a year, and boring is done for daily use,all types of market is available to this location at walking distance.                                                    new contruction,construction will complete within 6 months only,flat location is very hot, property is within PMC limit, all types of schools and colleges are avaialbe wihin 5 km from this location, price of property is nigotiable,and including with registration charges, distance of other lacations from this properety are as follows pune airport - 4 km pune station - 10 km lohegaon bus stop - 2 km pride world city - 3 km vishrantwadi - 6 km dhanori jakat naka - 0.6 km hinjewadi - 25 km d y patil college - 3 km mmit college - 4 km","India, Maharashtra, Pune, Lohegaon",1 Bds - 2 Ba - 550 ft2,2021-06-08T02:42:02+0000,"₹ 19,00,000"
2bhk with stealth parking 300 meters to zalor beach semi furnished,300 meters to Zalor beach with lift n stealth parking n swimming pool semi furnished in varca,"India, Goa, Varca, Fatrade",2 Bds - 2 Ba - 98 ft2,2021-06-08T02:41:50+0000,"₹ 70,00,000"
1 BHK SPACIOUS FLAT FOR SALE LOHEGAON NIMBALKAR NAGAR,"this 1 bhk spacious flat for sale at lohegaon nimbalkar nagar, near panama park, swapna sankul, and aeropolice society, all types of market is at walking distance from this location, flat is located at very hot location near porwal road. water connection i being done in this location, borewell water is available for daily use, if you give this flat on rent you will get 7 to 8 thousand rent, this flat i good for investment purpose. distance of other lacations from this properety are as follows pune airport - 4 km pune station - 10 km lohegaon bus stop - 2 km pride world city - 3 km vishrantwadi - 6 km dhanori jakat naka - 0.6 km hinjewadi - 25 km d y patil college - 3 km mmit college - 4 km","India, Maharashtra, Pune, Lohegaon",1 Bds - 2 Ba - 550 ft2,2021-06-08T02:41:48+0000,"₹ 18,50,000"
"പട്ടം,ഹൃദയ ഭാഗത്ത്,മൂന്നു നില വീടും,10.5 സെന്റും...SudheerJeeS...","പട്ടം ജംഗ്ഷനിൽ നിന്നും,100 മീറ്ററിനുള്ളിൽ...  3 നില വീട്...  6 ബെഡ് റൂമുകൾ...  6 Attached Bath Rooms...  4500 Sq.Ft...  മൂന്നോ,അതിലധികമോ വാഹനങ്ങൾ പാർക്ക് ചെയ്യാനുള്ള സൗകര്യം ഉണ്ട്...  20 വർഷം പഴക്കം...  10.5  സെന്റ്,കരഭൂമി...  ലോറി സൈറ്റ്...  പ്രതീക്ഷിക്കുന്ന വില : Rs.3,25,00,000/- ( 3 കോടി 25 ലക്ഷം രൂപ ) ( Negotiable   )  Genuine Buyers Only,Please Contact...  No ""Other Brokers"",Please...  For More Details, Feel Free To Call SUDHEER JEE : (8) EIGT (O)ZERO (8)EIGT (6)SIX (5)FIVE (7)SEVEN (8)EIGT (O)ZERO (O)ZERO (O)ZERO  Business Hours : 8 AM To 8 PM ( Direct Calls Only ) ( NO CHATTING )  24 Hours Available On WhatsApp...","India, Kerala, Thiruvananthapuram, Pattom",4+ Bds - 4+ Ba - 4500 ft2,2021-06-08T02:41:25+0000,"₹ 3,25,00,000"
1 BHK FLAT FOR SALE AT NIMBALKAR NAGAR LOHEGAON AT VERY LOW PRICE,"this 1 bhk flat is available for sale at lohegaon nimbalkar nagar , falt is under construction, contraction work will complete wihin 7 to 8 months, so we are offering price of this property low ,  ventilation of flat is very good , west facing flat, all types of market is at walking distance from this scheme, price is nigotiable and inclusive of all registration charges. , distance of other lacations from this properety are as follows pune airport - 4 km pune station - 10 km lohegaon bus stop - 2 km pride world city - 3 km vishrantwadi - 6 km dhanori jakat naka - 0.6 km hinjewadi - 25 km d y patil college - 3 km mmit college - 4 km","India, Maharashtra, Pune, Lohegaon",1 Bds - 2 Ba - 600 ft2,2021-06-08T02:41:22+0000,"₹ 16,50,000"
"കമലേശ്വരം,ഇരുനില,ടെറസ് വീടും,32 സെന്റും...SudheerJeeS...","കമലേശ്വരം ജംഗ്ഷനിൽ നിന്നും 250 മീറ്റർ മാത്രം...  32 സെന്റ് സ്ഥലം...  3000 Sq.Ft.പഴയ,ഇരുനില കെട്ടിടം...  6  ബെഡ് റൂം...  4 ബാത് റൂം...  Suitable For Both Commercial And Residential Purposes...  Expecting Price : 12 Lakhs/Cent (Rs.3,84,00000) (3 Crores & 84 Lakhs)  Genuine Buyers Only,Please Contact...  No ""Other Brokers"",Please...  For More Details, Feel Free To Call SUDHEER JEE : (8) EIGT (O)ZERO (8)EIGT (6)SIX (5)FIVE (7)SEVEN (8)EIGT (O)ZERO (O)ZERO (O)ZERO  Business Hours : 8 AM To 8 PM ( Direct Calls Only ) ( NO CHATTING )  24 Hours Available On WhatsApp...","India, Kerala, Thiruvananthapuram, Kamaleswaram",4+ Bds - 4 Ba - 3000 ft2,2021-06-08T02:40:41+0000,"₹ 3,84,00,000"
